   16;    1;   10;42547;   27;42620;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    0
   16;    2;   10;42550;   27;42620;    5;    1; 2355; 1676;  286; 2122;  129; 2666;11740;  138;    0
   16;    3;   10;42553;   27;42620;    5;    1; 3326; 2369;  494; 3121;  294; 3770;11322;  138;    0
   16;    4;   10;42556;   27;42620;    5;    1; 3985; 2845;  596; 3854;  324; 4558;11449;  138;    0
   16;    5;   10;42559;   27;42620;    5;    1; 4063; 2923;  619; 4039;  332; 4654;11472;  138;    0
   16;    6;   10;42562;   27;42620;    5;    1; 3553; 2570;  574; 3620;  328; 4091;11367;  138;    0
   16;    7;   10;42565;   27;42620;    5;    1; 2553; 1855;  420; 2719;  194; 2932;11608;  173;    4
   16;    8;   10;42568;   27;42620;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   16;    9;   10;42571;   27;42620;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   16;   10;   10;42574;   27;42620;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   17;    1;    9;42553;   24;42625;    4;    1; 1591; 1133;  414; 1229;  128; 1755;11198;  520;    0
   17;    2;    9;42556;   24;42625;    4;    1; 2081; 1490;  540; 1636;  155; 2305;11315;  520;    0
   17;    3;    9;42559;   24;42625;    4;    1; 2320; 1669;  610; 1870;  177; 2589;11316;  520;    0
   17;    4;    9;42562;   24;42625;    4;    1; 2148; 1557;  570; 1783;  168; 2398;11322;  486;    0
   17;    5;    9;42565;   24;42625;    4;    1; 1669; 1222;  452; 1429;  142; 1830;11257;  486;    0
   17;    6;    9;42568;   24;42625;    4;    1; 1086;  804;  302;  950;  111; 1164;11039;  451;    4
   17;    7;    9;42571;   24;42625;    4;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   17;    8;    9;42574;   24;42625;    4;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   17;    9;    9;42577;   24;42625;    4;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   16;    1;   11;44536;   30;44611;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   16;    2;   11;44539;   30;44611;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    0
   16;    3;   11;44542;   30;44611;    5;    1; 3322; 2246;  305; 3141;  198; 3779;11712;   69;    0
   16;    4;   11;44545;   30;44611;    5;    1; 4094; 2769;  465; 4055;  319; 4700;11516;   69;    0
   16;    5;   11;44548;   30;44611;    5;    1; 4425; 2974;  506; 4454;  324; 5076;11590;   69;    0
   16;    6;   11;44551;   30;44611;    5;    1; 4343; 2927;  522; 4408;  319; 4998;11595;   69;    0
   16;    7;   11;44554;   30;44611;    5;    1; 3778; 2515;  461; 3933;  298; 4412;11552;   69;    0
   16;    8;   11;44557;   30;44611;    5;    1; 2732; 1854;  304; 2907;  134; 3184;11923;  104;    4
   16;    9;   11;44560;   30;44611;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   16;   10;   11;44563;   30;44611;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   16;   11;   11;44566;   30;44611;    5;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   15;    1;    9;44539;   24;44611;    4;    1;    1;    1;    1;    1;    1;    1;    0;    0;    0
   15;    2;    9;44542;   24;44611;    4;    1; 2120; 1476;  176; 2126;  127; 2489;11753;   34;    0
   15;    3;    9;44545;   24;44611;    4;    1; 2510; 1734;  218; 2616;  127; 2952;11893;   69;    0
   15;    4;    9;44548;   24;44611;    4;    1; 2539; 1751;  225; 2716;  146; 2992;11828;   34;    0
   15;    5;    9;44551;   24;44611;    4;    1; 2199; 1522;  222; 2427;  146; 2601;11748;   34;    0
   15;    6;    9;44554;   24;44611;    4;    1; 1603; 1114;  182; 1816;  132; 1873;11591;   34;    4
   15;    7;    9;44557;   24;44611;    4;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   15;    8;    9;44560;   24;44611;    4;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   15;    9;    9;44563;   24;44611;    4;    1;    1;    1;    1;    1;    1;    1;    0;    0;    4
   15;    1;    7;46300;    9;    0;    2; 1024;    1;    1;    1;    1;    1;    1;    0;    0;    0
   15;    2;    7;46303;    9;    0;    2; 1024; 1710; 1259;  225; 1314;  104; 1878;11510;  208;    4
