    9;    1;    5;54600;   12;54672;    4;    1;  969;  734;  192;  800;  147; 1114;10284;  144;    0
    9;    2;    5;54603;   12;54672;    4;    1; 1799; 1298;  228; 1583;  179; 2154;11175;   73;    0
    9;    3;    5;54606;   12;54672;    4;    1; 1937; 1403;  228; 1983;  165; 2408;11551;   72;    0
    9;    4;    5;54609;   12;54672;    4;    1; 1291;  963;  203; 1419;  165; 1567;11134;   63;    0
    9;    5;    5;54612;   12;54672;    4;    1;  473;  412;  163;  621;  133;  522; 9901;  129;    0
    9;    1;    4;56526;    9;56595;    3;    1;  616;  494;  176;  506;  142;  681; 9064;  196;    0
    9;    2;    4;56529;    9;56595;    3;    1; 1049;  784;  182; 1033;  152; 1273;10745;   71;    0
    9;    3;    4;56532;    9;56595;    3;    1;  971;  747;  171; 1041;  129; 1154;11038;   96;    0
    9;    4;    4;56535;    9;56595;    3;    1;  498;  410;  175;  637;  147;  577; 9692;  120;    0
    8;    1;    2;56538;    3;    0;    1;  512;  631;  481;  158;  609;  112;  698;10282;  194;    0
    8;    2;    2;56541;    3;    0;    1;  512;  459;  367;  161;  524;  117;  523; 9786;  227;    0
   10;    1;    5;58404;   12;58476;    4;    1; 1068;  798;  189;  921;  158; 1245;10438;   85;    0
   10;    2;    5;58407;   12;58476;    4;    1; 1567; 1119;  189; 1363;  122; 1852;11472;  113;    0
   10;    3;    5;58410;   12;58476;    4;    1; 1305;  956;  175; 1351;  132; 1564;11368;   74;    0
   10;    4;    5;58413;   12;58476;    4;    1;  741;  565;  151;  796;  127;  838;10589;   75;    0
   10;    5;    5;58416;   12;58476;    4;    1;  300;  275;  163;  367;  153;  293; 7347;   98;    0
    9;    1;    5;60444;   12;60516;    4;    1; 1153;  834;  216; 1036;  170; 1403;10532;  111;    0
    9;    2;    5;60447;   12;60516;    4;    1; 1833; 1276;  268; 1807;  198; 2244;11219;   91;    0
    9;    3;    5;60450;   12;60516;    4;    1; 1744; 1221;  262; 1965;  184; 2219;11420;   91;    0
    9;    4;    5;60453;   12;60516;    4;    1;  985;  737;  231; 1218;  170; 1189;10841;  122;    0
    9;    5;    5;60456;   12;60516;    4;    1;  381;  324;  173;  481;  142;  417; 8880;  192;    0
    8;    1;    3;62286;    6;    0;    2;  512;  693;  550;  185;  655;  147;  806; 9772;  157;    0
    8;    2;    3;62289;    6;    0;    2;  512;  807;  635;  178;  786;  143;  939;10307;  114;    0
    8;    3;    3;62292;    6;    0;    2;  512;  602;  482;  180;  676;  139;  734;10009;  160;    0
    9;    1;    3;62286;    6;    0;    2;  512;  729;  537;  178;  589;  142;  875; 9562;  169;    0
    9;    2;    3;62289;    6;    0;    2;  512;  743;  555;  165;  658;  133;  885;10053;  128;    0
    9;    3;    3;62292;    6;    0;    2;  512;  521;  405;  166;  523;  133;  626; 9395;  177;    0
